,confirmed,country,deaths,datetime,province,recovered,date
708,4,Australia,0,2020-02-06 03:13:22,New South Wales,2,2020-02-06
709,274,Mainland China,1,2020-02-06 03:23:11,Beijing,31,2020-02-06
710,168,Mainland China,0,2020-02-06 04:13:13,Guangxi,14,2020-02-06
711,257,Mainland China,1,2020-02-06 06:53:07,Shanghai,25,2020-02-06
712,347,Mainland China,0,2020-02-06 07:53:02,Shandong,27,2020-02-06
713,321,Mainland China,1,2020-02-06 08:03:10,Sichuan,31,2020-02-06
714,373,Mainland China,0,2020-02-06 08:03:10,Jiangsu,34,2020-02-06
715,227,Mainland China,3,2020-02-06 08:13:06,Heilongjiang,8,2020-02-06
716,133,Mainland China,0,2020-02-06 09:43:02,Yunnan,7,2020-02-06
717,71,Mainland China,1,2020-02-06 09:53:02,Guizhou,6,2020-02-06
718,954,Mainland China,0,2020-02-06 10:53:04,Zhejiang,94,2020-02-06
719,215,Mainland China,0,2020-02-06 11:03:19,Fujian,14,2020-02-06
720,106,Mainland China,1,2020-02-06 11:13:24,Hainan,8,2020-02-06
721,851,Mainland China,2,2020-02-06 11:23:14,Henan,56,2020-02-06
722,970,Mainland China,0,2020-02-06 12:43:02,Guangdong,69,2020-02-06
723,711,Mainland China,0,2020-02-06 13:13:06,Hunan,81,2020-02-06
724,591,Mainland China,0,2020-02-06 13:33:02,Anhui,34,2020-02-06
725,157,Mainland China,1,2020-02-06 13:53:02,Hebei,13,2020-02-06
726,173,Mainland China,0,2020-02-06 13:53:02,Shaanxi,9,2020-02-06
728,10,Macau,0,2020-02-06 14:23:04,Macau,1,2020-02-06
727,59,Mainland China,0,2020-02-06 14:23:04,Jilin,4,2020-02-06
729,94,Mainland China,0,2020-02-06 14:33:02,Liaoning,5,2020-02-06
730,24,Hong Kong,1,2020-02-06 14:43:02,Hong Kong,0,2020-02-06
731,16,Taiwan,0,2020-02-06 15:03:04,Taiwan,1,2020-02-06
732,96,Mainland China,0,2020-02-06 23:03:02,Shanxi,12,2020-02-06
733,22112,Mainland China,618,2020-02-06 23:23:02,Hubei,817,2020-02-06
734,411,Mainland China,2,2020-02-06 23:33:02,Chongqing,24,2020-02-06
735,79,Mainland China,1,2020-02-06 23:43:01,Tianjin,2,2020-02-06
736,172,Mainland China,0,2020-02-07 00:33:02,Guangxi,17,2020-02-07
737,65,Mainland China,1,2020-02-07 00:43:02,Jilin,4,2020-02-07
738,5,Australia,0,2020-02-07 01:03:02,Queensland,0,2020-02-07
739,661,Mainland China,0,2020-02-07 01:23:02,Jiangxi,45,2020-02-07
740,39,Mainland China,0,2020-02-07 01:43:02,Xinjiang,0,2020-02-07
741,67,Mainland China,0,2020-02-07 02:33:06,Gansu,9,2020-02-07
742,24,South Korea,0,2020-02-07 03:03:03,South Korea,1,2020-02-07
743,30,Singapore,0,2020-02-07 03:03:03,Singapore,0,2020-02-07
744,297,Mainland China,1,2020-02-07 03:23:02,Beijing,33,2020-02-07
745,25,Japan,0,2020-02-07 04:13:20,Japan,1,2020-02-07
746,665,Mainland China,0,2020-02-07 05:13:07,Anhui,47,2020-02-07
748,4,Canada,0,2020-02-07 05:43:03,British Columbia,0,2020-02-07
747,81,Mainland China,1,2020-02-07 05:43:03,Tianjin,2,2020-02-07
749,277,Mainland China,1,2020-02-07 06:14:15,Shanghai,30,2020-02-07
750,277,Mainland China,3,2020-02-07 07:43:02,Heilongjiang,12,2020-02-07
751,344,Mainland China,1,2020-02-07 08:23:09,Sichuan,42,2020-02-07
752,184,Mainland China,0,2020-02-07 08:23:09,Shaanxi,17,2020-02-07
753,12,Malaysia,0,2020-02-07 09:13:21,Malaysia,1,2020-02-07
754,1034,Mainland China,1,2020-02-07 10:13:06,Guangdong,88,2020-02-07
757,43,Mainland China,0,2020-02-07 11:13:07,Ningxia,5,2020-02-07
756,81,Mainland China,1,2020-02-07 11:13:07,Guizhou,6,2020-02-07
755,50,Mainland China,0,2020-02-07 11:13:07,Inner Mongolia,5,2020-02-07
758,772,Mainland China,0,2020-02-07 11:33:11,Hunan,112,2020-02-07
759,386,Mainland China,0,2020-02-07 11:33:11,Shandong,37,2020-02-07
760,1006,Mainland China,0,2020-02-07 11:33:11,Zhejiang,123,2020-02-07
761,25,Hong Kong,1,2020-02-07 11:53:02,Hong Kong,0,2020-02-07
762,172,Mainland China,1,2020-02-07 12:03:04,Hebei,22,2020-02-07
763,117,Mainland China,2,2020-02-07 12:33:02,Hainan,10,2020-02-07
764,224,Mainland China,0,2020-02-07 13:23:03,Fujian,20,2020-02-07
765,408,Mainland China,0,2020-02-07 14:03:12,Jiangsu,43,2020-02-07
766,914,Mainland China,3,2020-02-07 14:03:12,Henan,86,2020-02-07
767,99,Mainland China,0,2020-02-07 15:33:03,Liaoning,7,2020-02-07
768,13,Germany,0,2020-02-07 16:33:03,Germany,0,2020-02-07
769,61,Others,0,2020-02-07 16:33:03,Cruise Ship,0,2020-02-07
770,3,Philippines,1,2020-02-07 16:43:04,Philippines,0,2020-02-07
771,3,Italy,0,2020-02-07 17:53:02,Italy,0,2020-02-07
772,3,UK,0,2020-02-07 18:33:02,UK,0,2020-02-07
773,138,Mainland China,0,2020-02-07 23:23:04,Yunnan,12,2020-02-07
774,426,Mainland China,2,2020-02-07 23:33:02,Chongqing,31,2020-02-07
776,24953,Mainland China,699,2020-02-07 23:43:02,Hubei,1115,2020-02-07
775,104,Mainland China,0,2020-02-07 23:43:02,Shanxi,15,2020-02-07
777,26,Hong Kong,1,2020-02-08 00:03:07,Hong Kong,0,2020-02-08
778,69,Mainland China,1,2020-02-08 00:13:04,Jilin,4,2020-02-08
779,183,Mainland China,0,2020-02-08 00:23:03,Guangxi,17,2020-02-08
780,698,Mainland China,0,2020-02-08 01:23:02,Jiangxi,55,2020-02-08
781,315,Mainland China,2,2020-02-08 03:13:09,Beijing,34,2020-02-08
782,42,Mainland China,0,2020-02-08 03:23:10,Xinjiang,0,2020-02-08
783,52,Mainland China,0,2020-02-08 03:33:02,Inner Mongolia,5,2020-02-08
784,1,Sri Lanka,0,2020-02-08 03:43:03,Sri Lanka,1,2020-02-08
785,295,Mainland China,5,2020-02-08 04:03:09,Heilongjiang,13,2020-02-08
786,17,Taiwan,0,2020-02-08 05:23:02,Taiwan,1,2020-02-08
787,286,Mainland China,1,2020-02-08 06:33:02,Shanghai,41,2020-02-08
788,89,Mainland China,1,2020-02-08 06:43:03,Guizhou,7,2020-02-08
789,7,United Arab Emirates,0,2020-02-08 07:03:16,United Arab Emirates,0,2020-02-08
790,13,Vietnam,0,2020-02-08 07:23:04,Vietnam,1,2020-02-08
791,733,Mainland China,0,2020-02-08 07:43:02,Anhui,59,2020-02-08
792,239,Mainland China,0,2020-02-08 08:13:10,Fujian,24,2020-02-08
793,88,Mainland China,1,2020-02-08 08:23:04,Tianjin,4,2020-02-08
794,138,Mainland China,0,2020-02-08 08:43:02,Yunnan,17,2020-02-08
795,45,Mainland China,0,2020-02-08 09:13:16,Ningxia,15,2020-02-08
796,11,France,0,2020-02-08 09:53:01,France,0,2020-02-08
797,195,Mainland China,0,2020-02-08 10:13:06,Shaanxi,20,2020-02-08
798,124,Mainland China,2,2020-02-08 10:23:04,Hainan,14,2020-02-08
799,439,Mainland China,0,2020-02-08 10:23:04,Jiangsu,51,2020-02-08
800,16,Malaysia,0,2020-02-08 10:23:04,Malaysia,1,2020-02-08
801,1048,Mainland China,0,2020-02-08 10:53:02,Zhejiang,175,2020-02-08
802,428,Mainland China,2,2020-02-08 11:03:15,Chongqing,39,2020-02-08
804,416,Mainland China,0,2020-02-08 11:33:02,Shandong,44,2020-02-08
803,195,Mainland China,1,2020-02-08 11:33:02,Hebei,30,2020-02-08
805,105,Mainland China,0,2020-02-08 11:53:01,Liaoning,8,2020-02-08
806,1095,Mainland China,1,2020-02-08 11:53:01,Guangdong,112,2020-02-08
807,803,Mainland China,1,2020-02-08 12:53:01,Hunan,156,2020-02-08
808,33,Singapore,0,2020-02-08 12:53:01,Singapore,2,2020-02-08
809,32,Thailand,0,2020-02-08 12:53:01,Thailand,10,2020-02-08
810,981,Mainland China,4,2020-02-08 14:13:12,Henan,116,2020-02-08
811,79,Mainland China,1,2020-02-08 15:13:14,Gansu,12,2020-02-08
812,364,Mainland China,1,2020-02-08 15:23:04,Sichuan,60,2020-02-08
813,27100,Mainland China,780,2020-02-08 23:33:06,Hubei,1439,2020-02-08
814,115,Mainland China,0,2020-02-08 23:53:02,Shanxi,21,2020-02-08
815,195,Mainland China,1,2020-02-09 00:33:07,Guangxi,18,2020-02-09
816,45,Mainland China,0,2020-02-09 01:23:08,Xinjiang,0,2020-02-09
817,45,Mainland China,0,2020-02-09 02:03:11,Ningxia,13,2020-02-09
818,54,Mainland China,0,2020-02-09 02:23:07,Inner Mongolia,5,2020-02-09
819,25,South Korea,0,2020-02-09 02:33:02,South Korea,3,2020-02-09
820,40,Singapore,0,2020-02-09 02:43:02,Singapore,2,2020-02-09
821,208,Mainland China,0,2020-02-09 03:03:09,Shaanxi,25,2020-02-09
822,326,Mainland China,2,2020-02-09 03:43:02,Beijing,37,2020-02-09
823,64,Others,0,2020-02-09 06:13:11,Diamond Princess cruise ship,0,2020-02-09
824,26,Japan,0,2020-02-09 06:13:11,Japan,1,2020-02-09
825,14,Germany,0,2020-02-09 06:13:11,Germany,0,2020-02-09
826,293,Mainland China,1,2020-02-09 06:33:01,Shanghai,44,2020-02-09
827,1,US,0,2020-02-09 07:03:04,"Seattle, WA",1,2020-02-09
828,307,Mainland China,6,2020-02-09 08:43:05,Heilongjiang,14,2020-02-09
829,141,Mainland China,0,2020-02-09 08:53:02,Yunnan,18,2020-02-09
830,78,Mainland China,1,2020-02-09 09:03:04,Jilin,12,2020-02-09
832,250,Mainland China,0,2020-02-09 09:13:11,Fujian,35,2020-02-09
831,18,Taiwan,0,2020-02-09 09:13:11,Taiwan,1,2020-02-09
833,779,Mainland China,1,2020-02-09 09:33:02,Anhui,72,2020-02-09
834,29,Hong Kong,1,2020-02-09 09:53:02,Hong Kong,0,2020-02-09
835,99,Mainland China,1,2020-02-09 09:53:02,Guizhou,7,2020-02-09
836,468,Mainland China,0,2020-02-09 10:23:11,Jiangsu,71,2020-02-09
837,1033,Mainland China,6,2020-02-09 11:23:08,Henan,153,2020-02-09
838,740,Mainland China,0,2020-02-09 11:33:12,Jiangxi,73,2020-02-09
839,1075,Mainland China,0,2020-02-09 12:03:04,Zhejiang,201,2020-02-09
840,107,Mainland China,0,2020-02-09 12:23:03,Liaoning,12,2020-02-09
841,838,Mainland China,1,2020-02-09 12:33:01,Hunan,186,2020-02-09
842,386,Mainland China,1,2020-02-09 12:43:01,Sichuan,71,2020-02-09
843,206,Mainland China,2,2020-02-09 12:43:01,Hebei,34,2020-02-09
844,131,Mainland China,3,2020-02-09 13:33:02,Hainan,19,2020-02-09
845,444,Mainland China,1,2020-02-09 15:03:05,Shandong,63,2020-02-09
846,1131,Mainland China,1,2020-02-09 15:03:05,Guangdong,141,2020-02-09
847,2,US,0,2020-02-09 19:03:03,"Chicago, IL",2,2020-02-09
848,5,Australia,0,2020-02-09 19:33:02,Queensland,0,2020-02-09
849,2,Spain,0,2020-02-09 20:33:03,Spain,0,2020-02-09
850,29631,Mainland China,871,2020-02-09 23:33:02,Hubei,1795,2020-02-09
851,83,Mainland China,2,2020-02-09 23:33:02,Gansu,16,2020-02-09
852,91,Mainland China,1,2020-02-09 23:43:02,Tianjin,4,2020-02-09
853,119,Mainland China,0,2020-02-09 23:43:02,Shanxi,25,2020-02-09
854,468,Mainland China,2,2020-02-09 23:53:02,Chongqing,51,2020-02-09
855,49,Mainland China,0,2020-02-10 01:13:06,Xinjiang,0,2020-02-10
856,49,Mainland China,0,2020-02-10 01:43:02,Ningxia,13,2020-02-10
857,58,Mainland China,0,2020-02-10 02:43:05,Inner Mongolia,5,2020-02-10
860,27,South Korea,0,2020-02-10 03:03:09,South Korea,3,2020-02-10
858,14,Vietnam,0,2020-02-10 03:03:09,Vietnam,1,2020-02-10
859,18,Malaysia,0,2020-02-10 03:03:09,Malaysia,1,2020-02-10
861,337,Mainland China,2,2020-02-10 03:13:08,Beijing,44,2020-02-10
862,299,Mainland China,1,2020-02-10 06:03:13,Shanghai,48,2020-02-10
863,830,Mainland China,3,2020-02-10 07:23:04,Anhui,88,2020-02-10
864,83,Mainland China,2,2020-02-10 07:23:04,Gansu,17,2020-02-10
865,331,Mainland China,7,2020-02-10 07:33:05,Heilongjiang,30,2020-02-10
866,138,Mainland China,3,2020-02-10 09:33:02,Hainan,19,2020-02-10
867,466,Mainland China,1,2020-02-10 09:33:02,Shandong,66,2020-02-10
868,149,Mainland China,0,2020-02-10 09:43:02,Yunnan,19,2020-02-10
869,405,Mainland China,1,2020-02-10 10:03:02,Sichuan,80,2020-02-10
870,218,Mainland China,2,2020-02-10 10:03:02,Hebei,41,2020-02-10
871,38,Hong Kong,1,2020-02-10 10:13:06,Hong Kong,0,2020-02-10
872,109,Mainland China,1,2020-02-10 12:33:02,Guizhou,10,2020-02-10
873,213,Mainland China,0,2020-02-10 13:23:06,Shaanxi,30,2020-02-10
874,1159,Mainland China,1,2020-02-10 13:43:02,Guangdong,167,2020-02-10
876,879,Mainland China,1,2020-02-10 13:53:02,Hunan,208,2020-02-10
877,771,Mainland China,1,2020-02-10 13:53:02,Jiangxi,105,2020-02-10
875,1073,Mainland China,6,2020-02-10 13:53:02,Henan,191,2020-02-10
878,108,Mainland China,0,2020-02-10 14:03:05,Liaoning,13,2020-02-10
879,210,Mainland China,1,2020-02-10 14:03:05,Guangxi,24,2020-02-10
880,80,Mainland China,1,2020-02-10 14:03:05,Jilin,13,2020-02-10
881,261,Mainland China,0,2020-02-10 14:03:05,Fujian,39,2020-02-10
882,492,Mainland China,0,2020-02-10 14:03:05,Jiangsu,81,2020-02-10
883,1092,Mainland China,0,2020-02-10 14:13:12,Zhejiang,242,2020-02-10
884,95,Mainland China,1,2020-02-10 14:23:08,Tianjin,8,2020-02-10
885,135,Others,0,2020-02-10 16:03:12,Diamond Princess cruise ship,0,2020-02-10
886,45,Singapore,0,2020-02-10 19:03:02,Singapore,2,2020-02-10
887,8,UK,0,2020-02-10 19:03:02,UK,0,2020-02-10
888,26,Japan,0,2020-02-10 21:33:02,Japan,4,2020-02-10
889,8,United Arab Emirates,0,2020-02-10 23:03:09,United Arab Emirates,0,2020-02-10
890,31728,Mainland China,974,2020-02-10 23:33:02,Hubei,2222,2020-02-10
891,486,Mainland China,2,2020-02-10 23:43:02,Chongqing,66,2020-02-10
892,1,US,0,2020-02-11 01:23:05,"San Diego County, CA",0,2020-02-11
894,28,South Korea,0,2020-02-11 02:53:02,South Korea,3,2020-02-11
893,26,Japan,0,2020-02-11 02:53:02,Japan,9,2020-02-11
895,342,Mainland China,3,2020-02-11 03:03:07,Beijing,48,2020-02-11
896,18,Malaysia,0,2020-02-11 03:13:13,Malaysia,3,2020-02-11
897,219,Mainland China,0,2020-02-11 06:03:16,Shaanxi,32,2020-02-11
898,303,Mainland China,1,2020-02-11 06:23:02,Shanghai,52,2020-02-11
899,81,Mainland China,1,2020-02-11 08:03:06,Jilin,18,2020-02-11
900,515,Mainland China,0,2020-02-11 08:13:06,Jiangsu,93,2020-02-11
901,55,Mainland China,0,2020-02-11 09:13:11,Xinjiang,3,2020-02-11
902,153,Mainland China,0,2020-02-11 09:23:04,Yunnan,20,2020-02-11
903,49,Hong Kong,1,2020-02-11 09:43:02,Hong Kong,0,2020-02-11
904,860,Mainland China,4,2020-02-11 09:43:02,Anhui,105,2020-02-11
905,53,Mainland China,0,2020-02-11 10:03:08,Ningxia,22,2020-02-11
910,487,Mainland China,1,2020-02-11 11:23:04,Shandong,80,2020-02-11
909,239,Mainland China,2,2020-02-11 11:23:04,Hebei,48,2020-02-11
911,215,Mainland China,1,2020-02-11 11:23:04,Guangxi,33,2020-02-11
907,417,Mainland China,1,2020-02-11 11:23:04,Sichuan,85,2020-02-11
906,360,Mainland China,8,2020-02-11 11:23:04,Heilongjiang,28,2020-02-11
908,18,Mainland China,0,2020-02-11 11:23:04,Qinghai,5,2020-02-11
914,111,Mainland China,0,2020-02-11 12:53:02,Liaoning,19,2020-02-11
912,912,Mainland China,1,2020-02-11 12:53:02,Hunan,247,2020-02-11
913,1117,Mainland China,0,2020-02-11 12:53:02,Zhejiang,270,2020-02-11
915,127,Mainland China,1,2020-02-11 14:03:05,Guizhou,17,2020-02-11
916,1105,Mainland China,7,2020-02-11 14:03:05,Henan,218,2020-02-11
917,804,Mainland China,1,2020-02-11 14:03:05,Jiangxi,128,2020-02-11
918,1177,Mainland China,1,2020-02-11 14:03:05,Guangdong,212,2020-02-11
919,267,Mainland China,0,2020-02-11 14:03:05,Fujian,45,2020-02-11
920,144,Mainland China,3,2020-02-11 14:33:02,Hainan,20,2020-02-11
921,86,Mainland China,2,2020-02-11 15:23:04,Gansu,24,2020-02-11
923,15,Vietnam,0,2020-02-11 16:43:06,Vietnam,6,2020-02-11
922,47,Singapore,0,2020-02-11 16:43:06,Singapore,9,2020-02-11
924,33,Thailand,0,2020-02-11 18:43:04,Thailand,10,2020-02-11
925,16,Germany,0,2020-02-11 19:33:03,Germany,0,2020-02-11
926,106,Mainland China,2,2020-02-11 23:13:05,Tianjin,10,2020-02-11
927,33366,Mainland China,1068,2020-02-11 23:33:02,Hubei,2639,2020-02-11
928,124,Mainland China,0,2020-02-11 23:33:02,Shanxi,30,2020-02-11
929,505,Mainland China,3,2020-02-11 23:53:02,Chongqing,79,2020-02-11
930,1,Finland,0,2020-02-12 00:03:12,Finland,1,2020-02-12
931,8,United Arab Emirates,0,2020-02-12 00:33:02,United Arab Emirates,1,2020-02-12
932,844,Mainland China,1,2020-02-12 01:23:06,Jiangxi,152,2020-02-12
933,59,Mainland China,0,2020-02-12 01:43:02,Xinjiang,3,2020-02-12
934,352,Mainland China,3,2020-02-12 02:43:03,Beijing,56,2020-02-12
935,28,Japan,0,2020-02-12 02:43:03,Japan,9,2020-02-12
936,175,Others,0,2020-02-12 04:23:38,Diamond Princess cruise ship,0,2020-02-12
937,311,Mainland China,1,2020-02-12 06:23:08,Shanghai,57,2020-02-12
938,1,Mainland China,0,2020-02-12 06:43:02,Tibet,1,2020-02-12
939,1,Cambodia,0,2020-02-12 07:43:02,Cambodia,1,2020-02-12
940,3,Philippines,1,2020-02-12 07:43:02,Philippines,1,2020-02-12
941,18,Mainland China,0,2020-02-12 08:03:06,Qinghai,9,2020-02-12
942,133,Mainland China,1,2020-02-12 09:43:02,Guizhou,18,2020-02-12
943,10,Macau,0,2020-02-12 09:53:02,Macau,2,2020-02-12
944,50,Hong Kong,1,2020-02-12 09:53:02,Hong Kong,1,2020-02-12
945,1131,Mainland China,0,2020-02-12 10:13:20,Zhejiang,321,2020-02-12
946,889,Mainland China,4,2020-02-12 10:13:20,Anhui,127,2020-02-12
951,497,Mainland China,2,2020-02-12 11:13:05,Shandong,92,2020-02-12
950,251,Mainland China,2,2020-02-12 11:13:05,Hebei,54,2020-02-12
949,60,Mainland China,0,2020-02-12 11:13:05,Inner Mongolia,6,2020-02-12
948,58,Mainland China,0,2020-02-12 11:13:05,Ningxia,24,2020-02-12
947,225,Mainland China,0,2020-02-12 11:13:05,Shaanxi,43,2020-02-12
952,272,Mainland China,0,2020-02-12 11:53:02,Fujian,53,2020-02-12
953,1219,Mainland China,1,2020-02-12 12:23:09,Guangdong,275,2020-02-12
954,946,Mainland China,2,2020-02-12 12:43:03,Hunan,304,2020-02-12
955,436,Mainland China,1,2020-02-12 12:43:03,Sichuan,92,2020-02-12
956,116,Mainland China,1,2020-02-12 13:33:02,Liaoning,20,2020-02-12
962,543,Mainland China,0,2020-02-12 14:13:08,Jiangsu,125,2020-02-12
961,154,Mainland China,0,2020-02-12 14:13:08,Yunnan,26,2020-02-12
960,1135,Mainland China,8,2020-02-12 14:13:08,Henan,246,2020-02-12
958,83,Mainland China,1,2020-02-12 14:13:08,Jilin,22,2020-02-12
957,33366,Mainland China,1068,2020-02-12 14:13:08,Hubei,2686,2020-02-12
959,378,Mainland China,8,2020-02-12 14:13:08,Heilongjiang,31,2020-02-12
963,28,South Korea,0,2020-02-12 14:43:03,South Korea,7,2020-02-12
964,2,Russia,0,2020-02-12 14:43:03,Russia,2,2020-02-12
965,1,Nepal,0,2020-02-12 14:43:03,Nepal,1,2020-02-12
966,112,Mainland China,2,2020-02-12 15:03:05,Tianjin,11,2020-02-12
967,222,Mainland China,1,2020-02-12 15:03:05,Guangxi,32,2020-02-12
968,157,Mainland China,4,2020-02-12 17:03:03,Hainan,27,2020-02-12
969,11,France,0,2020-02-12 18:53:02,France,2,2020-02-12
970,1,Canada,0,2020-02-12 18:53:03,"London, ON",1,2020-02-12
971,9,UK,0,2020-02-12 19:03:06,UK,1,2020-02-12
972,50,Singapore,0,2020-02-12 19:53:02,Singapore,15,2020-02-12
973,126,Mainland China,0,2020-02-12 23:03:02,Shanxi,33,2020-02-12
974,518,Mainland China,3,2020-02-12 23:13:08,Chongqing,102,2020-02-12
975,87,Mainland China,2,2020-02-12 23:23:01,Gansu,31,2020-02-12
976,222,Mainland China,2,2020-02-13 00:23:10,Guangxi,33,2020-02-13
977,872,Mainland China,1,2020-02-13 01:13:08,Jiangxi,170,2020-02-13
979,64,Mainland China,0,2020-02-13 01:23:08,Ningxia,24,2020-02-13
978,61,Mainland China,0,2020-02-13 01:23:08,Inner Mongolia,6,2020-02-13
980,2,US,0,2020-02-13 03:13:08,"San Diego County, CA",0,2020-02-13
981,315,Mainland China,1,2020-02-13 06:13:15,Shanghai,62,2020-02-13
982,16,Vietnam,0,2020-02-13 06:33:02,Vietnam,7,2020-02-13
983,18,Mainland China,0,2020-02-13 08:43:08,Qinghai,11,2020-02-13
984,156,Mainland China,0,2020-02-13 08:43:08,Yunnan,27,2020-02-13
990,135,Mainland China,1,2020-02-13 10:33:23,Guizhou,27,2020-02-13
989,63,Mainland China,1,2020-02-13 10:33:23,Xinjiang,6,2020-02-13
988,570,Mainland China,0,2020-02-13 10:33:23,Jiangsu,139,2020-02-13
986,279,Mainland China,0,2020-02-13 10:33:23,Fujian,57,2020-02-13
987,229,Mainland China,0,2020-02-13 10:33:23,Shaanxi,46,2020-02-13
985,265,Mainland China,3,2020-02-13 10:33:23,Hebei,68,2020-02-13
991,157,Mainland China,4,2020-02-13 10:43:03,Hainan,30,2020-02-13
992,19,Malaysia,0,2020-02-13 10:53:02,Malaysia,3,2020-02-13
993,968,Mainland China,2,2020-02-13 11:53:02,Hunan,339,2020-02-13
994,395,Mainland China,9,2020-02-13 12:13:06,Heilongjiang,33,2020-02-13
995,28,Japan,1,2020-02-13 12:23:05,Japan,9,2020-02-13
1000,509,Mainland China,2,2020-02-13 13:33:01,Shandong,105,2020-02-13
999,910,Mainland China,5,2020-02-13 13:33:01,Anhui,157,2020-02-13
997,1241,Mainland China,2,2020-02-13 13:33:01,Guangdong,314,2020-02-13
996,451,Mainland China,1,2020-02-13 13:33:01,Sichuan,104,2020-02-13
998,84,Mainland China,1,2020-02-13 13:33:01,Jilin,24,2020-02-13
1001,366,Mainland China,3,2020-02-13 14:13:06,Beijing,69,2020-02-13
1002,10,Macau,0,2020-02-13 14:13:06,Macau,3,2020-02-13
1003,48206,Mainland China,1310,2020-02-13 14:13:06,Hubei,3459,2020-02-13
1004,1145,Mainland China,0,2020-02-13 14:13:06,Zhejiang,360,2020-02-13
1006,58,Singapore,0,2020-02-13 14:33:02,Singapore,15,2020-02-13
1005,117,Mainland China,1,2020-02-13 14:33:02,Liaoning,22,2020-02-13
1007,53,Hong Kong,1,2020-02-13 14:53:02,Hong Kong,1,2020-02-13
1008,1169,Mainland China,10,2020-02-13 14:53:02,Henan,296,2020-02-13
1009,16,Germany,0,2020-02-13 15:13:11,Germany,1,2020-02-13
1010,90,Mainland China,2,2020-02-13 15:53:03,Gansu,39,2020-02-13
1011,33,Thailand,0,2020-02-13 17:53:03,Thailand,12,2020-02-13
1012,4,Australia,0,2020-02-13 17:53:03,New South Wales,4,2020-02-13
1013,4,Australia,0,2020-02-13 17:53:03,Victoria,4,2020-02-13
1014,3,India,0,2020-02-13 18:53:02,India,0,2020-02-13
1015,1,US,0,2020-02-13 18:53:02,"San Antonio, TX",0,2020-02-13
1016,126,Mainland China,0,2020-02-13 23:23:05,Shanxi,36,2020-02-13
1017,529,Mainland China,4,2020-02-13 23:23:05,Chongqing,128,2020-02-13
1018,119,Mainland China,3,2020-02-13 23:43:02,Tianjin,21,2020-02-13
1019,218,Others,0,2020-02-14 00:13:23,Diamond Princess cruise ship,0,2020-02-14
1020,86,Mainland China,1,2020-02-14 00:43:02,Jilin,25,2020-02-14
1021,65,Mainland China,1,2020-02-14 01:13:06,Xinjiang,6,2020-02-14
1022,900,Mainland China,1,2020-02-14 01:13:06,Jiangxi,187,2020-02-14
1023,67,Mainland China,0,2020-02-14 01:43:02,Ningxia,24,2020-02-14
1024,140,Mainland China,1,2020-02-14 01:53:02,Guizhou,28,2020-02-14
1025,65,Mainland China,0,2020-02-14 02:03:08,Inner Mongolia,6,2020-02-14
1026,18,Taiwan,0,2020-02-14 02:13:06,Taiwan,2,2020-02-14
1027,29,Japan,1,2020-02-14 03:53:02,Japan,9,2020-02-14
1028,318,Mainland China,1,2020-02-14 04:13:11,Shanghai,90,2020-02-14
1029,372,Mainland China,3,2020-02-14 06:33:02,Beijing,80,2020-02-14
1030,56,Hong Kong,1,2020-02-14 09:03:12,Hong Kong,1,2020-02-14
1031,988,Mainland China,2,2020-02-14 09:23:04,Hunan,364,2020-02-14
1032,593,Mainland China,0,2020-02-14 10:03:03,Jiangsu,157,2020-02-14
1033,463,Mainland China,1,2020-02-14 11:13:22,Sichuan,114,2020-02-14
1034,523,Mainland China,2,2020-02-14 11:13:22,Shandong,136,2020-02-14
1035,120,Mainland China,3,2020-02-14 11:13:22,Tianjin,31,2020-02-14
1036,281,Mainland China,0,2020-02-14 11:13:22,Fujian,63,2020-02-14
1037,283,Mainland China,3,2020-02-14 11:13:22,Hebei,87,2020-02-14
1038,67,Singapore,0,2020-02-14 12:43:02,Singapore,17,2020-02-14
1043,162,Mainland China,0,2020-02-14 12:53:02,Yunnan,36,2020-02-14
1042,1261,Mainland China,2,2020-02-14 12:53:02,Guangdong,362,2020-02-14
1041,230,Mainland China,0,2020-02-14 12:53:02,Shaanxi,54,2020-02-14
1040,1184,Mainland China,11,2020-02-14 12:53:02,Henan,357,2020-02-14
1039,934,Mainland China,6,2020-02-14 12:53:02,Anhui,193,2020-02-14
1044,419,Mainland China,11,2020-02-14 13:23:07,Heilongjiang,47,2020-02-14
1045,1155,Mainland China,0,2020-02-14 14:13:15,Zhejiang,403,2020-02-14
1046,226,Mainland China,2,2020-02-14 15:23:02,Guangxi,36,2020-02-14
1047,159,Mainland China,4,2020-02-14 15:23:02,Hainan,43,2020-02-14
1048,119,Mainland China,1,2020-02-14 15:23:02,Liaoning,29,2020-02-14
1049,127,Mainland China,0,2020-02-14 23:23:04,Shanxi,38,2020-02-14
1051,537,Mainland China,5,2020-02-14 23:33:02,Chongqing,152,2020-02-14
1050,54406,Mainland China,1457,2020-02-14 23:33:02,Hubei,4774,2020-02-14
1052,1,Egypt,0,2020-02-14 23:53:02,Egypt,0,2020-02-14
1053,913,Mainland China,1,2020-02-15 01:33:02,Jiangxi,210,2020-02-15
1054,326,Mainland China,1,2020-02-15 03:13:06,Shanghai,124,2020-02-15
1055,18,Taiwan,0,2020-02-15 03:43:02,Taiwan,2,2020-02-15
1056,8,United Arab Emirates,0,2020-02-15 06:03:03,United Arab Emirates,3,2020-02-15
1057,235,Mainland China,2,2020-02-15 06:33:01,Guangxi,44,2020-02-15
